SucursalRatingId,SucursalId,UserId,Score,CreatedAt,UpdatedAt
155,18,13,4,2025-04-02,2025-04-02
156,18,28,5,2025-07-14,2025-11-07
157,18,53,4,2025-11-14,2025-11-14
158,18,87,5,2025-07-25,2025-07-25
159,18,89,4,2025-07-16,2025-07-16
160,19,1,5,2025-09-04,2025-09-04
161,20,1,1,2026-04-25,2026-04-25
162,20,3,3,2026-06-23,2026-06-23
163,20,10,4,2026-05-16,2026-05-16
164,20,11,2,2026-06-12,2026-06-12
165,20,23,4,2026-02-16,2026-02-16
166,20,30,3,2026-04-13,2026-04-16
167,20,32,2,2026-03-18,2026-06-22
168,20,40,2,2026-02-08,2026-02-08
169,20,51,3,2026-05-09,2026-07-11
170,20,55,2,2026-02-15,2026-02-15
171,20,64,4,2026-05-14,2026-05-14
172,20,70,4,2026-05-31,2026-05-31
173,20,78,2,2026-04-06,2026-04-06
174,20,84,3,2026-06-01,2026-06-01
175,20,86,2,2026-03-19,2026-03-19
176,20,87,4,2026-06-06,2026-06-06
177,20,90,2,2026-03-31,2026-07-01
178,20,92,2,2026-04-29,2026-07-07
179,20,98,3,2026-02-14,2026-02-14
180,20,100,2,2026-03-10,2026-03-12
181,20,105,4,2026-03-23,2026-03-23
182,20,107,2,2026-06-29,2026-07-11
183,20,120,1,2026-01-23,2026-01-23
184,20,122,2,2026-03-07,2026-03-07
185,20,127,3,2026-04-19,2026-04-19
186,20,134,2,2026-05-20,2026-05-20
187,20,139,3,2026-03-01,2026-03-01
188,20,142,3,2026-06-18,2026-06-18
189,20,143,2,2026-01-31,2026-01-31
190,21,1,3,2025-08-05,2025-11-28
191,21,30,1,2025-07-08,2025-07-08
192,21,35,2,2025-05-27,2025-05-27
193,21,130,4,2025-07-01,2025-07-03
194,26,49,3,2026-05-28,2026-05-28
195,27,31,3,2025-10-08,2025-10-08
196,27,40,3,2026-03-27,2026-06-04
197,27,51,3,2026-04-30,2026-04-30
198,27,58,4,2025-09-22,2025-12-09
199,27,59,3,2026-01-26,2026-01-26
200,27,112,3,2025-11-17,2025-11-17
201,27,117,3,2026-02-17,2026-02-17
202,27,119,4,2025-12-11,2025-12-11
203,27,127,3,2026-05-03,2026-05-03
204,27,144,2,2025-10-28,2025-10-28
205,28,7,4,2026-02-09,2026-02-09
206,28,10,4,2026-05-20,2026-05-20
207,28,12,4,2026-05-26,2026-05-26
208,28,13,4,2026-06-26,2026-06-26
209,28,22,2,2026-02-02,2026-02-02
210,28,29,3,2026-06-25,2026-06-25
211,28,32,2,2026-01-18,2026-01-18
212,28,39,3,2026-03-26,2026-03-26
213,28,44,2,2026-03-29,2026-07-11
214,28,46,2,2026-03-16,2026-03-16
215,28,47,3,2026-04-05,2026-04-05
216,28,50,2,2026-04-23,2026-04-23
217,28,55,3,2026-05-03,2026-07-11
218,28,56,3,2026-02-03,2026-02-03
219,28,59,1,2026-02-28,2026-02-28
220,28,68,4,2025-11-02,2025-11-02
221,28,69,3,2026-05-28,2026-05-28
222,28,75,2,2026-02-06,2026-02-06
223,28,77,2,2025-11-14,2025-11-14
224,28,79,3,2025-12-03,2025-12-03
225,28,82,2,2026-06-24,2026-06-24
226,28,87,3,2026-05-04,2026-05-04
227,28,90,2,2026-02-14,2026-05-06
228,28,92,3,2026-05-18,2026-05-18
229,28,96,3,2026-02-06,2026-02-06
230,28,104,3,2026-06-22,2026-06-22
231,28,107,4,2026-07-10,2026-07-10
232,28,110,1,2025-10-24,2025-10-24
233,28,114,4,2025-12-27,2025-12-27
234,28,115,4,2025-11-28,2025-11-28
235,28,121,3,2026-02-05,2026-02-05
236,28,122,3,2026-04-27,2026-04-27
237,28,126,4,2025-11-03,2025-11-03
238,28,133,4,2026-06-29,2026-06-29
239,28,136,4,2025-12-04,2026-03-26
240,28,140,3,2026-01-11,2026-01-11
241,28,147,2,2025-11-15,2025-11-15
242,28,148,2,2026-05-31,2026-05-31
243,28,150,3,2026-07-05,2026-07-05
244,29,8,5,2026-03-20,2026-03-20
245,29,23,5,2025-09-18,2025-09-18
246,29,24,4,2026-01-15,2026-01-15
247,29,45,5,2025-10-01,2026-01-25
248,29,53,3,2025-09-20,2025-09-20
249,29,57,5,2025-09-18,2025-09-18
250,29,59,5,2026-06-29,2026-06-29
251,29,60,5,2025-10-27,2025-10-27
252,29,61,4,2026-06-03,2026-06-03
253,29,105,5,2025-10-12,2026-01-04
254,29,108,5,2026-07-07,2026-07-07
255,29,124,5,2026-05-25,2026-05-25
256,31,39,3,2026-06-03,2026-07-11
257,32,3,4,2025-09-23,2025-11-30
258,32,4,5,2025-07-11,2025-07-11
259,32,8,5,2025-10-27,2026-01-24
260,32,10,4,2025-08-26,2025-08-26
261,32,18,4,2026-02-21,2026-02-21
262,32,23,4,2026-03-30,2026-03-30
263,32,25,3,2025-06-19,2025-06-19
264,32,35,3,2026-05-29,2026-05-29
265,32,36,1,2025-12-07,2025-12-07
266,32,39,4,2025-05-24,2025-05-24
267,32,52,4,2026-03-11,2026-03-11
268,32,53,3,2025-05-24,2025-05-24
269,32,74,5,2026-04-01,2026-04-01
270,32,77,4,2026-05-16,2026-05-16
271,32,82,4,2026-05-04,2026-05-04
272,32,88,3,2026-01-23,2026-02-27
273,32,90,4,2025-07-11,2025-07-11
274,32,98,4,2025-06-10,2025-06-10
275,32,101,4,2025-10-20,2025-10-20
276,32,105,1,2026-01-27,2026-01-27
277,32,108,4,2025-11-24,2026-03-19
278,32,116,4,2026-03-16,2026-03-16
279,32,118,5,2026-06-04,2026-06-04
280,32,125,4,2026-05-19,2026-05-19
281,32,131,3,2026-04-09,2026-04-09
282,32,134,5,2025-10-09,2026-01-05
283,32,141,4,2026-06-19,2026-06-19
284,32,149,4,2025-08-05,2025-08-05
285,32,150,3,2025-06-07,2025-06-07
286,33,19,2,2025-11-16,2025-11-16
287,33,24,1,2025-10-02,2025-10-02
288,33,128,4,2026-01-23,2026-01-23
289,34,43,4,2025-03-13,2025-03-13
290,35,3,4,2026-03-05,2026-03-05
291,35,14,5,2026-05-19,2026-05-19
292,35,15,3,2026-04-30,2026-04-30
293,35,20,3,2026-06-28,2026-06-28
294,35,23,3,2026-04-13,2026-04-13
295,35,34,4,2026-02-17,2026-02-17
296,35,50,4,2026-05-15,2026-05-15
297,35,64,5,2026-05-22,2026-07-08
298,35,66,4,2026-04-07,2026-04-07
299,35,71,5,2026-04-26,2026-06-08
300,35,80,3,2026-06-18,2026-06-18
301,35,96,3,2026-05-08,2026-05-08
302,35,116,4,2026-04-02,2026-04-02
303,35,122,3,2026-03-25,2026-03-25
304,35,130,5,2026-07-03,2026-07-11
305,35,132,3,2026-07-09,2026-07-09
306,35,144,4,2026-02-24,2026-02-24
307,35,145,3,2026-05-11,2026-05-11
308,35,147,4,2026-04-17,2026-04-17
309,36,72,3,2026-06-08,2026-06-08
310,38,25,3,2025-11-19,2025-11-19
311,38,28,4,2025-09-04,2025-09-04
312,38,48,3,2026-02-25,2026-02-25
313,38,74,3,2026-05-31,2026-05-31
314,38,76,3,2025-12-06,2025-12-06
315,38,122,4,2025-10-29,2025-10-29
316,38,129,3,2025-07-13,2025-07-13
317,39,45,3,2025-05-09,2025-05-09
318,40,16,4,2026-05-03,2026-07-11
319,40,53,5,2026-01-15,2026-01-15
320,40,72,1,2025-11-11,2026-03-07
321,40,73,5,2025-11-26,2025-11-26
322,40,89,4,2026-05-11,2026-05-11
323,41,28,3,2026-06-06,2026-06-06
324,41,31,4,2026-05-04,2026-05-04
325,41,68,4,2026-06-12,2026-06-12
326,41,83,4,2026-05-29,2026-05-29
327,41,104,5,2026-07-09,2026-07-09
328,41,105,3,2026-05-01,2026-06-27
329,41,119,4,2026-07-04,2026-07-04
330,42,29,5,2025-08-08,2025-08-08
331,43,17,3,2026-05-15,2026-05-15
332,43,19,3,2026-06-22,2026-06-22
333,43,25,3,2026-06-04,2026-07-11
334,43,26,3,2026-06-30,2026-06-30
335,43,27,4,2026-06-12,2026-06-12
336,43,30,4,2026-05-24,2026-05-24
337,43,47,3,2026-04-14,2026-04-14
338,43,50,3,2026-06-06,2026-06-06
339,43,52,3,2026-05-05,2026-05-05
340,43,53,4,2026-04-16,2026-04-16
341,43,56,3,2026-03-31,2026-03-31
342,43,60,3,2026-07-07,2026-07-07
343,43,74,4,2026-04-02,2026-04-02
344,43,97,1,2026-05-06,2026-06-27
345,43,99,4,2026-03-26,2026-04-08
346,43,102,4,2026-05-31,2026-05-31
347,43,112,3,2026-05-15,2026-05-15
348,43,113,3,2026-05-14,2026-05-14
349,43,114,4,2026-06-14,2026-06-14
350,43,116,4,2026-06-19,2026-06-19
351,43,143,4,2026-05-08,2026-05-09
352,43,145,5,2026-04-27,2026-04-27
353,43,146,5,2026-04-27,2026-04-27
354,44,3,3,2026-06-24,2026-06-24
355,44,6,4,2025-12-14,2025-12-14
356,44,13,3,2026-06-29,2026-06-29
357,44,17,2,2025-08-27,2025-08-27
358,44,18,3,2025-07-17,2025-07-17
359,44,33,4,2025-03-06,2025-03-06
360,44,40,4,2025-03-06,2025-03-06
361,44,44,4,2025-03-22,2025-03-22
362,44,45,3,2025-06-11,2025-06-11
363,44,52,3,2026-02-10,2026-02-10
364,44,69,2,2025-03-05,2025-03-05
365,44,75,4,2025-07-01,2025-09-26
366,44,84,4,2025-07-27,2025-07-27
367,44,85,3,2025-05-23,2025-07-06
368,44,98,2,2025-11-16,2026-03-03
369,44,107,3,2025-11-12,2025-11-12
370,44,113,3,2025-09-20,2025-09-20
371,44,120,4,2025-04-06,2025-04-06
372,44,127,3,2025-02-04,2025-05-03
373,44,146,4,2026-06-13,2026-06-13
374,45,13,4,2025-11-11,2025-11-11
375,45,16,4,2025-10-25,2025-10-25
376,45,31,4,2025-12-07,2025-12-07
377,45,38,3,2026-05-16,2026-05-16
378,45,49,4,2026-02-04,2026-02-04
379,45,65,5,2025-07-26,2025-09-13
380,45,87,1,2026-01-06,2026-01-06
381,45,91,4,2026-03-18,2026-03-18
382,45,126,5,2026-02-03,2026-02-03
383,45,135,5,2026-07-10,2026-07-10
384,45,144,4,2026-01-17,2026-01-17
385,45,150,3,2026-03-16,2026-03-16
386,46,8,4,2025-01-30,2025-01-30
387,46,20,1,2025-12-13,2025-12-13
388,46,23,4,2025-07-29,2025-07-29
389,46,28,4,2026-04-19,2026-04-19
390,46,36,3,2025-09-27,2025-09-27
391,46,50,4,2025-12-03,2025-12-03
392,46,128,4,2025-03-06,2025-04-13
393,49,6,1,2025-05-16,2025-05-16
394,49,7,3,2026-05-14,2026-05-14
395,49,9,3,2025-05-20,2025-06-01
396,49,10,2,2025-01-26,2025-01-26
397,49,13,1,2026-03-25,2026-07-11
398,49,30,4,2025-02-07,2025-02-07
399,49,31,3,2025-11-27,2026-03-13
400,49,33,2,2025-02-25,2025-02-25
401,49,34,2,2026-03-21,2026-03-21
402,49,40,3,2025-12-12,2025-12-12
403,49,45,2,2025-03-06,2025-03-06
404,49,46,2,2025-06-01,2025-06-01
405,49,47,3,2025-07-07,2025-07-07
406,49,51,3,2025-03-04,2025-03-04
407,49,53,2,2026-01-31,2026-01-31
408,49,54,3,2025-01-21,2025-01-21
409,49,56,2,2025-07-05,2025-07-05
410,49,57,3,2026-07-02,2026-07-02
411,49,68,2,2026-03-14,2026-03-14
412,49,75,4,2025-10-14,2025-10-14
413,49,82,2,2026-01-11,2026-01-11
414,49,84,3,2026-02-16,2026-02-16
415,49,85,2,2025-03-02,2025-03-02
416,49,87,2,2025-05-07,2025-05-07
417,49,88,3,2026-06-27,2026-06-27
418,49,93,3,2025-04-16,2025-04-16
419,49,98,3,2026-01-07,2026-01-07
420,49,101,3,2025-07-12,2025-08-05
421,49,103,2,2025-09-11,2025-09-11
422,49,105,3,2025-06-06,2025-06-06
423,49,106,2,2026-05-15,2026-05-15
424,49,108,3,2025-07-30,2025-07-30
425,49,112,3,2025-01-26,2025-01-26
426,49,117,4,2025-08-28,2025-12-15
427,49,121,2,2025-01-20,2025-01-20
428,49,125,2,2026-06-26,2026-06-26
429,49,126,3,2025-08-11,2025-08-11
430,49,128,4,2025-02-08,2025-02-08
431,49,140,3,2026-01-13,2026-01-13
432,49,141,3,2025-10-08,2025-12-23
433,49,143,4,2025-03-11,2025-03-11
434,49,144,4,2025-07-02,2025-07-02
435,49,145,3,2025-09-13,2025-09-13
436,49,149,4,2025-11-17,2025-11-17
437,50,132,3,2026-06-02,2026-06-02
438,51,5,5,2025-06-12,2025-07-11
439,51,13,5,2025-06-12,2025-06-12
440,51,14,4,2025-09-11,2025-09-11
441,51,15,4,2026-05-09,2026-05-09
442,51,21,4,2025-11-03,2025-11-03
443,51,25,4,2026-06-22,2026-06-22
444,51,37,3,2025-12-08,2025-12-08
445,51,41,4,2025-06-15,2025-06-15
446,51,49,5,2025-09-17,2025-09-17
447,51,50,4,2025-10-29,2025-10-29
448,51,51,5,2026-02-12,2026-02-12
449,51,79,5,2025-05-27,2025-05-27
450,51,83,4,2025-12-15,2025-12-15
451,51,89,4,2026-03-06,2026-03-06
452,51,95,3,2026-07-07,2026-07-07
453,51,97,5,2026-02-07,2026-02-07
454,51,98,5,2026-02-19,2026-02-19
455,51,99,5,2025-10-20,2025-10-20
456,51,102,5,2025-12-12,2025-12-12
457,51,103,4,2025-12-10,2025-12-10
458,51,105,5,2026-05-30,2026-05-30
459,51,106,3,2025-06-02,2025-06-02
460,51,131,5,2025-07-10,2025-07-10
461,51,134,4,2026-03-17,2026-03-17
462,51,144,5,2025-08-31,2025-08-31
463,52,3,4,2025-11-24,2025-11-24
464,52,4,4,2025-07-04,2025-07-04
465,52,7,4,2026-05-05,2026-05-05
466,52,8,1,2025-11-23,2025-11-23
467,52,12,4,2025-11-12,2025-11-12
468,52,17,1,2025-06-27,2025-06-27
469,52,21,5,2025-11-02,2025-11-02
470,52,23,4,2026-02-05,2026-02-05
471,52,38,5,2026-04-01,2026-04-01
472,52,41,4,2025-08-23,2025-08-23
473,52,48,4,2026-01-23,2026-03-29
474,52,51,5,2026-06-13,2026-06-13
475,52,56,4,2025-08-30,2025-08-30
476,52,59,5,2025-06-27,2025-06-27
477,52,60,4,2026-02-12,2026-02-12
478,52,63,5,2026-04-13,2026-04-13
479,52,69,5,2026-05-30,2026-05-30
480,52,73,5,2025-07-04,2025-07-04
481,52,74,5,2025-08-17,2025-08-17
482,52,75,5,2025-10-19,2026-01-09
483,52,78,4,2026-01-01,2026-01-01
484,52,79,4,2025-10-17,2025-10-17
485,52,80,5,2025-11-21,2025-11-21
486,52,82,5,2025-07-23,2025-07-23
487,52,83,4,2026-02-17,2026-02-17
488,52,92,5,2026-05-19,2026-05-19
489,52,93,5,2026-06-25,2026-06-25
490,52,95,4,2025-08-13,2025-08-13
491,52,96,5,2026-03-07,2026-04-03
492,52,98,4,2025-11-05,2026-02-28
493,52,101,3,2025-07-20,2025-07-29
494,52,112,4,2025-12-24,2025-12-24
495,52,113,5,2026-01-31,2026-01-31
496,52,114,4,2026-05-15,2026-06-22
497,52,116,1,2026-02-17,2026-02-17
498,52,117,3,2026-03-20,2026-06-15
499,52,123,5,2026-03-18,2026-03-18
500,52,124,5,2025-09-03,2025-09-03
501,52,129,4,2025-12-17,2025-12-17
502,52,132,5,2025-11-25,2026-01-27
503,52,134,5,2026-05-16,2026-05-16
504,52,140,5,2026-07-07,2026-07-07
505,52,146,5,2026-06-22,2026-06-22
506,52,150,5,2025-09-19,2025-09-19
507,54,40,4,2026-07-03,2026-07-03
508,54,43,3,2026-06-27,2026-06-27
509,54,52,2,2026-06-30,2026-06-30
510,54,111,4,2026-06-18,2026-06-18
511,54,126,4,2026-07-07,2026-07-07
512,55,20,4,2026-05-11,2026-05-11
513,55,26,5,2026-06-21,2026-06-21
514,55,35,4,2026-06-25,2026-06-25
515,55,42,5,2026-05-24,2026-05-24
516,55,48,3,2026-04-21,2026-04-21
517,55,57,2,2026-04-19,2026-04-19
518,55,95,4,2026-06-17,2026-07-11
519,55,99,1,2026-06-30,2026-06-30
520,55,105,3,2026-04-07,2026-06-23
521,55,107,3,2026-05-25,2026-05-25
522,55,125,5,2026-05-06,2026-05-06
523,56,6,3,2026-06-12,2026-06-12
524,56,7,1,2026-05-25,2026-07-11
525,56,22,4,2026-06-27,2026-06-27
526,56,27,5,2026-05-13,2026-05-13
527,56,32,4,2026-07-10,2026-07-10
528,56,34,5,2026-06-25,2026-06-25
529,56,41,4,2026-04-04,2026-04-04
530,56,43,1,2026-04-09,2026-04-09
531,56,44,3,2026-03-15,2026-03-15
532,56,48,4,2026-07-01,2026-07-11
533,56,56,1,2026-06-27,2026-07-11
534,56,57,5,2026-05-20,2026-05-20
535,56,62,4,2026-04-10,2026-07-11
536,56,79,4,2026-06-21,2026-06-21
537,56,82,4,2026-03-08,2026-03-08
538,56,86,4,2026-04-17,2026-04-17
539,56,91,4,2026-04-29,2026-04-29
540,56,104,4,2026-03-16,2026-03-16
541,56,109,4,2026-04-18,2026-07-11
542,56,112,4,2026-05-16,2026-07-11
543,56,117,4,2026-07-03,2026-07-03
544,56,131,4,2026-07-07,2026-07-07
545,56,135,4,2026-06-06,2026-06-06
546,56,140,4,2026-03-14,2026-03-14
547,56,143,5,2026-06-29,2026-06-29
548,56,148,4,2026-07-08,2026-07-08
549,59,6,3,2026-03-21,2026-03-21
550,59,13,3,2026-04-15,2026-04-15
551,59,24,3,2026-05-21,2026-05-21
552,59,26,3,2026-05-28,2026-05-28
553,59,27,4,2026-03-15,2026-03-15
554,59,29,4,2025-11-03,2025-11-03
555,59,33,4,2025-11-27,2025-11-27
556,59,34,3,2026-03-26,2026-03-26
557,59,35,3,2026-01-22,2026-01-22
558,59,38,4,2025-12-16,2025-12-16
559,59,40,4,2025-12-10,2025-12-10
560,59,50,1,2025-12-12,2025-12-12
561,59,53,4,2025-12-19,2025-12-19
562,59,61,1,2026-01-06,2026-01-06
563,59,69,3,2025-11-08,2025-11-08
564,59,75,3,2025-10-19,2025-11-03
565,59,80,3,2025-11-25,2025-11-25
566,59,85,3,2025-11-16,2025-12-16
567,59,91,4,2026-03-01,2026-03-01
568,59,93,2,2025-10-26,2025-10-26
569,59,95,3,2025-10-18,2025-10-18
570,59,96,3,2025-12-18,2025-12-18
571,59,98,4,2026-02-03,2026-02-03
572,59,99,3,2026-06-22,2026-06-22
573,59,105,1,2026-04-23,2026-04-23
574,59,114,3,2026-06-04,2026-06-04
575,59,117,2,2025-11-10,2025-11-10
576,59,119,4,2026-04-06,2026-04-06
577,59,121,4,2026-02-19,2026-02-19
578,59,123,3,2025-12-24,2025-12-24
579,59,124,3,2025-09-29,2025-09-29
580,59,128,3,2026-04-13,2026-04-13
581,59,133,3,2026-03-04,2026-03-04
582,59,136,2,2026-02-20,2026-02-20
583,59,139,4,2025-12-11,2025-12-11
584,59,141,4,2025-09-24,2025-09-24
585,59,142,4,2026-07-08,2026-07-08
586,59,149,3,2025-11-07,2025-11-07
587,60,35,5,2026-06-24,2026-06-24
588,61,4,4,2026-01-23,2026-01-23
589,61,7,5,2026-03-10,2026-03-10
590,61,8,4,2026-06-24,2026-06-24
591,61,10,4,2026-06-30,2026-06-30
592,61,12,5,2026-01-02,2026-01-02
593,61,22,4,2026-02-15,2026-02-15
594,61,23,5,2026-01-29,2026-01-29
595,61,34,5,2026-05-30,2026-05-30
596,61,36,5,2026-02-12,2026-02-12
597,61,38,4,2026-05-08,2026-05-08
598,61,52,5,2026-05-25,2026-05-25
599,61,69,5,2026-05-10,2026-05-10
600,61,77,5,2026-04-25,2026-04-25
601,61,91,4,2026-03-07,2026-03-16
602,61,101,4,2026-03-22,2026-03-22
603,61,103,5,2026-07-03,2026-07-03
604,61,105,4,2026-03-11,2026-03-11
605,61,110,5,2026-06-11,2026-06-11
606,61,112,5,2026-06-10,2026-06-10
607,61,115,5,2026-04-19,2026-04-19
608,61,116,4,2026-02-09,2026-02-09
609,61,123,4,2026-05-25,2026-05-25
610,61,126,4,2025-12-31,2025-12-31
611,61,136,3,2026-01-16,2026-01-16
612,61,137,5,2026-06-27,2026-06-27
613,61,144,5,2025-12-30,2025-12-30
614,61,148,5,2026-04-04,2026-04-04
615,63,3,3,2026-05-12,2026-05-12
616,63,18,3,2025-08-01,2025-08-01
617,63,22,3,2025-08-31,2025-11-27
618,63,27,2,2025-03-18,2025-03-18
619,63,38,2,2025-08-26,2025-10-03
620,63,44,2,2025-09-18,2025-09-18
621,63,45,4,2026-06-09,2026-07-11
622,63,49,2,2025-06-27,2025-06-27
623,63,50,3,2026-03-21,2026-03-21
624,63,69,3,2025-04-07,2025-08-01
625,63,83,2,2026-04-01,2026-04-16
626,63,93,2,2026-06-19,2026-06-19
627,63,96,3,2026-02-12,2026-02-12
628,63,98,1,2025-03-06,2025-03-06
629,63,102,3,2025-05-24,2025-06-25
630,63,104,2,2025-08-25,2025-08-25
631,63,105,3,2026-06-26,2026-06-26
632,63,107,3,2026-04-12,2026-04-12
633,63,113,2,2025-09-30,2025-09-30
